"Display Name ACQ wood treatment Synthetic Stucco (Acrylic) [BEAM Avg | US & CA]","EPD Number / Document ID ","EPD ID Bolin & Smith, 2011, LCA Assessment of ACQ-treated lumber, Journal of Cleaner Production ","EPD Owner ","Material ACQ wood treatment Acrylic Stucco Textured Finish","Manufacturer / Organization Sto Corp.","Product Name / Description ","Specifications ","EPD Expiry "
"Welded wire reinforcement / Insteel Industries / 6"" x 6"" x 6/6g [US & CA]","","EPD 585","Insteel Wire Products Co","Welded wire mesh","Insteel Industries","4"" x 4"" x 6/6g","","2028"
"Window - double-glazed / Fiberglass frame / BfCA Study [US & CA]","","BfCA Study (Tally)","","Window - double-glazed","BfCA Study (Tally, 2020)","","Fiberglass frame",""
"Window - double-glazed / Vinyl frame / BfCA Study [US & CA]","","BfCA Study (Tally)","","Window - double-glazed","BfCA Study (Tally, 2020)","","Vinyl frame",""
"Window - double-glazed / Wood frame / BfCA Study [US & CA]","","BfCA Study (Tally)","","Window - double-glazed","BfCA Study (Tally, 2020)","","Wood frame",""
"Window - double-glazed / Wood frame, aluminum cladding / BfCA Study [US & CA]","","BfCA Study (Tally)","","Window - double-glazed","BfCA Study (Tally, 2020)","","Wood frame, aluminum cladding",""
"Window - double-glazed / Inline Fiberglass / Series 300, 325, 325, 400 / Fiberglass frame / CAN","","EPD 266","Inline","Window - double-glazed","Inline Fiberglass","300 Series Tilt and Turn, 300 Series Fixed, 325 Series Awning/Casement, 325 Series Fixed, and 400 Series","Fiberglass frame","2026-10-29"
"Window - double-glazed / Andersen / E-Series / Wood frame, aluminum cladding / USA","","SCS-EPD-07201","Andersen","Window - double-glazed","Andersen","E-series (Average Double-hung/Awning/Picture)","Wood frame, aluminum cladding","2026-09-26"
"Window, double-glazed, aluminum frame / Wausau / INvent fixed windows / US","","EPD 499","Apogee Enterprises","Window, aluminum frame","Wasau Window","INvent, INvent XLT, INvent PLUS, 8300i, INvent Retro","Double pane","2028"
"Window, double-glazed, aluminum frame / Wausau / INvent casement windows / US","","EPD 499","Apogee Enterprises","Window, aluminum frame","Wasau Window","INvent, INvent XLT, INvent PLUS, 8300i, INvent Retro","Double pane","2028"
"Window, double-glazed, PVC-U frame, tilt & turn / [Industry Avg | EU]","","EPD-QKE-20220002-IBG1-DE","QKE, GKFP, EPPA","Window, PVC-U frame","aluplast, Deceuninck, Caine, Gargiulo, Gealan, hapa, Internorm, profine, Rehau, Salamander, Schuco, TMP, VEKA","PVC-U frame, tilt & turn","Double pane","2027"
"Window, double-glazed, aluminum frame / Kawneer / OptiQ AA5450, TR-9100, 8400TL, AA6400|6500|6600 / Hung & sliding","","4789733794.104.1","Kawneer North America","Window, aluminum frame","Kawneer","OptiQ AA5450, TR-9100, 8400TL, AA6400|6500|6600","Double pane","2026"
"Window, double-glazed, aluminum frame / Kawneer / Optiq AA4325, 8225TL|TLF, 526, AA 6400|6500, NX-300|3000 / Projected & casement","","4789733794.106.1","Kawneer North America","Window, aluminum frame","Kawneer","Optiq AA4325, 8225TL|TLF, 526, AA 6400|6500, NX-300|3000","Double pane","2026"
"Window, double-glazed, aluminum frame / AluQuebec / Avg of fixed, casement, slider, hung, tilt & turn, awning","","7730-2734","AluQuebec","Window, aluminum frame","AluQuebec","Avg of fixed, casement, slider, hung, tilt & turn, awning","Double pane","2024"
"Window, double-glazed, aluminum frame / Arcadia / CV200, T200 / Projected & casement","","200","Arcadia","Window, aluminum frame","Arcadia","CV200, T200","Double pane","2026"
"Window, double-glazed, aluminum frame / EFCO / Xtherm, 5FXT, FX45, 6615, 6621, 6715, FX32, OG32, OG45 / Fixed","","494","EFCO","Window, aluminum frame","EFCO","Xtherm, 5FXT, FX45, 6615, 6621, 6715, FX32, OG32, OG45","Double pane","2028"
"Window, double-glazed, aluminum frame / EFCO / Xtherm, 875V, 2700, 2701, 450G, 590X, 6725, PG32, PX32, WV410, WV430 / Projected & casement","","494","EFCO","Window, aluminum frame","EFCO","Xtherm, 875V, 2700, 2701, 450G, 590X, 6725, PG32, PX32, WV410, WV430","Double pane","2028"
"Window, triple-glazed, PVC-U frame, tilt & turn / [Industry Avg | EU]","","EPD-QKE-20220156-IBG1-DE","QKE, GKFP, EPPA","Window, PVC-U frame","aluplast, Deceuninck, Caine, Gargiulo, Gealan, hapa, Internorm, profine, Rehau, Salamander, Schuco, TMP, VEKA","PVC-U frame, tilt & turn","Triple pane","2026"
"Window - triple pane / Fiberglass frame / BfCA Study [US & CA]","","BfCA Study (Tally)","","Window - triple pane","BfCA Study (Tally, 2020)","","Fiberglass frame",""
"Window - triple pane / Vinyl frame / BfCA Study [US & CA]","","BfCA Study (Tally)","","Window - triple pane","BfCA Study (Tally, 2020)","","Vinyl frame",""
"Window - triple pane / Wood frame / BfCA Study [US & CA]","","BfCA Study (Tally)","","Window - triple pane","BfCA Study (Tally, 2020)","","Wood frame",""
"Window - triple pane / Wood frame, aluminum cladding / BfCA Study [US & CA]","","BfCA Study (Tally)","","Window - triple pane","BfCA Study (Tally, 2020)","","Wood frame, aluminum cladding",""
"Wood chip cement ICF / Nexcem, Faswall / 12"" R22 block","","LCA","","Wood chip cement ICF","Nexcem, Faswall","","12"" R22 block",""
"Wood chip cement ICF / Nexcem, Faswall / 14"" R28 block","","LCA","","Wood chip cement ICF","Nexcem, Faswall","","14"" R28 block",""
"WOOD CHIP CEMENT ICF 12"" R-21 with CORK BOARD INSERTS (3 in. @ R4/in.), 15M REBAR","","","","from Composite Master Sheet","","","",""
"WOOD CHIP CEMENT ICF 12"" R-22 with MINERAL WOOL INSERTS, (3 in. @ R4.2/in.), 15M REBAR","","","","from Composite Master Sheet","","","",""
"WOOD CHIP CEMENT ICF 14"" R-27 with CORK BOARD INSERTS (5 in. @ R4/in.), 15M REBAR","","","","from Composite Master Sheet","","","",""
"WOOD CHIP CEMENT ICF 14"" R-28 with MINERAL WOOL INSERTS (5 in. @ R4.2/in.), 15M REBAR","","","","from Composite Master Sheet","","","",""
"Wood fiber loose fill / GUTEX / ThermoFiber / R 3.8-inch [EU]","","EPD-GTX-20190018-IBA1-EN","Gutex","Wood fiber - loose fill","GUTEX","ThermoFiber","R 3.6/inch","2024"
"Wood fiber batt / [BEAM Avg | EU]","","","","Wood fiber batt","","","",""
"Wood fiber batt / GUTEX / ThermoFlex / R 4-inch [EU]","","EPD-GTX-20180071-IBA1-DE","Gutex","Wood fiber batt","GUTEX","ThermoFlex","R 4/inch ","2023"
"Wood fiber batt / Steico / SteicoFlex / R 3.8-inch [EU]","","EPD-STE-20150327-IBD1-EN ","","Wood fiber batt","Steico","SteicoFlex","R 3.8/inch","2025"
"Wood fiber board / R 2.7-inch / NAFA [Industry Avg | US & CA]","","4789410886.101.1","","Wood fiber board","North American Fiberboard Association","Includes: Georgia Pacific, Louisville, BPC, Temple-Inland, Blue Ridge, Int'l Bildrite","R 2.7/inch","2026-01-01"
"Wood fiber board / Steico / STEICOprotect S dry, STEICOsafe 40, STEICOuniversal dry / R 3.6-inch, 210 kg/m3 [EU]","","EPD-STE-20150327-IBD1-EN ","","Wood fiber board","Steico","STEICOprotect S dry, STEICOsafe 40, STEICOuniversal dry","R 3.6/inch, 40, 120, 140, 160, 180, 200 mm","2025"
"Wood fiber board / Steico / STEICOprotect M dry, STEICOroof dry, STEICOspecial dry, STEICOtop / R 3.6-inch, 140 kg/m3 [EU]","","EPD-STE-20150327-IBD1-EN ","","Wood fiber board","Steico","STEICOprotect M dry, STEICOroof dry, STEICOspecial dry, STEICOtop","R 3.6/inch, 40, 120, 140, 160, 180, 200 mm","2025"
"Wood fiber board / Steico / STEICOtherm dry, STEICOprotect L dry, STEICOsafe / R 3.6-inch, 110 kg/m3 [EU]","","EPD-STE-20150327-IBD1-EN ","","Wood fiber board","Steico","STEICOtherm dry, STEICOprotect L dry, STEICOsafe","R 3.6/inch, 40, 120, 140, 160, 180, 200 mm","2025"
"Wood fiber board / Pavatex / Isolair, Isoroof, Isolair Multi / R 3.3-inch / 200 kg/m3, 30-80 mm [EU]","","EPD-PAV-20190182-ABA4-EN","Pavafrance SAS","Wood fiber board","Pavatex","Isolair, Isoroof, Isolair Multi","30-80 mm","2025"
"Wood fiber board / GUTEX / Multi-Therm / R 3.6-inch, 40-200 mm [EU]","","EPD-GTX-20200178-IBC1-EN","Gutex","Wood fiber board","GUTEX","Multi-Therm","R 3.6/inch, 40, 60, 80, 100, 120, 140, 160, 180, 200 mm","2025-10-08"
"Wood fiber board / Pavatex / Pavawall GF, Pavawall Bloc, Pavawall GF XL / R 3.3-inch / 130 kg/m3 [EU]","","EPD-PAV-20190182-ABA4-EN","Pavafrance SAS","Wood fiber board","Pavatex","Pavawall GF, Pavawall Bloc, Pavawall GF XL","30-80 mm","2025"
"Wood fiber board / Pavatex / Pavawall Smart, Pavawall Light, Pavawall FW / R 3.3-inch / 115 kg/m3 [EU]","","EPD-PAV-20190182-ABA4-EN","Pavafrance SAS","Wood fiber board","Pavatex","Pavawall Smart, Pavawall Light, Pavawall FW","30-80 mm","2025"
"Wood fiber board / Pavatex / Pavatherm / R 3.3-inch / 110 kg/m3 [EU]","","EPD-PAV-20190182-ABA4-EN","Pavafrance SAS","Wood fiber board","Pavatex","Pavatherm","30-80 mm","2025"
"Wood floor truss / Common (Warren, 45 deg) web pattern / Top chord bearing, variable depth / QWEB [Industry Avg | CA]","","EPD 1725-6769","","Wood floor truss - prefabricated","Quebec Wood Export Bureau","Common (Warren, 45 deg) web pattern","Top chord bearing, variable depth","2022"
"Wood/steel hybrid floor truss / RedBuilt / Red-L Open-Web / 14"" deep, 1.5 x 3.5"" chords","","SCS-EPD-07526","Redbuilt LLC","Wood/steel hybrid floor truss","RedBuilt","Red-L Open-Web","14"" deep, 1.5 x 3.5"" chords","2026-12-19"
"Wood/steel hybrid floor truss / RedBuilt / Red-S Open-Web / 16"" deep, double 1.5 x 2.3"" LVL chords","","SCS-EPD-07526","Redbuilt LLC","Wood/steel hybrid floor truss","RedBuilt","Red-W Open-Web","14"" deep, 1.5 x 4.25"" chords","2026-12-19"
"Wood/steel hybrid floor truss / RedBuilt / Red-W Open-Web / 14"" deep, 1.5 x 4.25"" chords","","SCS-EPD-07526","Redbuilt LLC","Wood/steel hybrid floor truss","RedBuilt","Red-W Open-Web","14"" deep, 1.5 x 4.25"" chords","2026-12-19"
"Straw bale infill with wood framing (SIP) / R-46 / 14"" / double 2x4 @ 30"" o/c","","","","from Composite Master Sheet","","","",""
"Wood / Redwood / Lumber by volume / AWC & CWC [Industry Avg | US & CA]","","4788424634.107.1 ","","Wood - Redwood","American Wood Council & Canadian Wood Council","","Lumber by volume (m3)","2025"
"Wood / Redwood / 1x2 Lumber / AWC & CWC [Industry Avg | US & CA]","","4788424634.107.1 ","","Wood - Redwood","American Wood Council & Canadian Wood Council","","by length (m)","2025"
"Wood / Redwood / 1x3 Lumber / AWC & CWC [Industry Avg | US & CA]","","4788424634.107.1 ","","Wood - Redwood","American Wood Council & Canadian Wood Council","","by length (m)","2025"
